WP_009902069.1	A.1	100.000	2368	-2	2	1	2366	1	2368	0.0	4752
WP_009902069.1	A.2	99.958	2368	-1	2	1	2366	1	2368	0.0	4752
WP_009902069.1	A.3	99.916	2368	0	2	1	2366	1	2368	0.0	4751
WP_009902069.1	A.4	99.916	2368	0	2	1	2366	1	2368	0.0	4751
WP_009902069.1	A.5	99.916	2368	0	2	1	2366	1	2368	0.0	4751
WP_009902069.1	A.7	99.958	2368	-1	2	1	2366	1	2368	0.0	4750
WP_009902069.1	A.6	99.916	2368	0	2	1	2366	1	2368	0.0	4750
WP_009902069.1	A.9	99.958	2368	-1	2	1	2366	1	2368	0.0	4750
WP_009902069.1	A.11	99.958	2368	-1	2	1	2366	1	2368	0.0	4750
WP_009902069.1	A.8	99.958	2368	-1	2	1	2366	1	2368	0.0	4750
WP_009902069.1	A.12	99.916	2368	0	2	1	2366	1	2368	0.0	4750
WP_009902069.1	A.10	99.916	2368	0	2	1	2366	1	2368	0.0	4750
WP_009902069.1	A.18	99.958	2368	-1	2	1	2366	1	2368	0.0	4749
WP_009902069.1	A.16	99.916	2368	0	2	1	2366	1	2368	0.0	4749
WP_009902069.1	A.15	99.916	2368	0	2	1	2366	1	2368	0.0	4749
WP_009902069.1	A.14	99.916	2368	0	2	1	2366	1	2368	0.0	4749
WP_009902069.1	A.13	99.916	2368	0	2	1	2366	1	2368	0.0	4749
WP_009902069.1	A.17	99.916	2368	0	2	1	2366	1	2368	0.0	4749
WP_009902069.1	A.19	99.916	2368	0	2	1	2366	1	2368	0.0	4749
WP_009902069.1	A.21	99.916	2368	0	2	1	2366	1	2368	0.0	4748
WP_009902069.1	A.20	99.916	2368	0	2	1	2366	1	2368	0.0	4748
WP_009902069.1	A.22	99.916	2368	0	2	1	2366	1	2368	0.0	4748
WP_009902069.1	A.23	99.916	2368	0	2	1	2366	1	2368	0.0	4747
WP_009902069.1	A.25	99.916	2368	0	2	1	2366	1	2368	0.0	4747
WP_009902069.1	A.24	99.916	2368	0	2	1	2366	1	2368	0.0	4747
WP_009902069.1	A.28	99.916	2368	0	2	1	2366	1	2368	0.0	4747
WP_009902069.1	A.27	99.873	2368	1	2	1	2366	1	2368	0.0	4747
WP_009902069.1	A.26	99.916	2368	0	2	1	2366	1	2368	0.0	4747
WP_009902069.1	A.29	99.958	2368	-1	2	1	2366	1	2368	0.0	4746
WP_009902069.1	A.30	99.873	2368	1	2	1	2366	1	2368	0.0	4746
WP_009902069.1	A.32	99.916	2368	0	2	1	2366	1	2368	0.0	4746
WP_009902069.1	A.31	99.916	2368	0	2	1	2366	1	2368	0.0	4746
WP_009902069.1	A.33	99.916	2368	0	2	1	2366	1	2368	0.0	4746
WP_009902069.1	A.35	99.916	2368	0	2	1	2366	1	2368	0.0	4745
WP_009902069.1	A.34	99.916	2368	0	2	1	2366	1	2368	0.0	4745
WP_009902069.1	A.37	99.916	2368	0	2	1	2366	1	2368	0.0	4745
WP_009902069.1	A.36	99.916	2368	0	2	1	2366	1	2368	0.0	4745
WP_009902069.1	A.38	99.916	2368	0	2	1	2366	1	2368	0.0	4744
WP_009902069.1	A.39	99.873	2368	1	2	1	2366	1	2368	0.0	4744
WP_009902069.1	A.40	99.916	2368	0	2	1	2366	1	2368	0.0	4743
WP_009902069.1	A.41	99.873	2368	1	2	1	2366	1	2368	0.0	4743
WP_009902069.1	A.43	99.873	2368	1	2	1	2366	1	2368	0.0	4743
WP_009902069.1	A.42	99.873	2368	1	2	1	2366	1	2368	0.0	4743
WP_009902069.1	A.45	99.873	2368	1	2	1	2366	1	2368	0.0	4742
WP_009902069.1	A.44	99.873	2368	1	2	1	2366	1	2368	0.0	4742
WP_009902069.1	A.48	99.873	2368	1	2	1	2366	1	2368	0.0	4742
WP_009902069.1	A.47	99.873	2368	1	2	1	2366	1	2368	0.0	4742
WP_009902069.1	A.46	99.873	2368	1	2	1	2366	1	2368	0.0	4742
WP_009902069.1	A.49	99.831	2368	2	2	1	2366	1	2368	0.0	4741
WP_009902069.1	A.50	99.916	2368	0	2	1	2366	1	2368	0.0	4740
WP_009902069.1	A.51	99.831	2368	2	2	1	2366	1	2368	0.0	4740
WP_009902069.1	A.52	99.789	2368	3	2	1	2366	1	2368	0.0	4738
WP_009902069.1	A.53	99.704	2368	5	2	1	2366	1	2368	0.0	4736
WP_009902069.1	A.54	99.662	2368	6	2	1	2366	1	2368	0.0	4736
